客户	ERP CO.	工单号	产品码	款号	订单数量	订单交期
EB	C013248-001	B05-031	FG31	EB10078F	1500	2008/5/26
WENZEL	C013248-001	B05-031	FG31	28620	400	2009/5/13
EB	C013249-001	B05-032	FG31	EB10076F	1500	2008/6/9
WENZEL	C013249-001	B05-032	FG31	28635	300	2009/5/1
EB	C013250-001	B05-033	FG31	EB10077F	4000	2008/6/9
WENZEL	C013250-001	B05-033	FG31	28640	300	2009/5/1
EB	C013251-001	B05-034	FG31	EB10078F	2000	2008/6/9
WENZEL	C013251-001	B05-034	FG31	49075.1P	1320	2009/4/29
SJK	C013280-001	B05-035	FG31	SJ050051	200	2008/6/2
WENZEL	C013280-001	B05-035	FG31	49076P	732	2009/4/29
WENZEL	C013307-001	B05-036	FG31	49157P	1368	2008/4/15
WENZEL	C013307-001	B05-036	FG31	67141.3P	1832	2009/4/29
WENZEL	C013403-001	B05-037	FG31	WG10011	150	2008/6/1
WENZEL	C013403-001	B05-037	FG31	49035P	810	2009/4/29
WENZEL	C013417-001	B05-038	FG31	28220	300	2008/6/1
WENZEL	C013417-001	B05-038	FG31	49014.1P	1168	2009/6/25
WENZEL	C013462-001	B05-039	FG31	67140.6	500	2008/6/1
SJK	C013462-001	B05-039	FG25	CAB4084	150	2009/5/4
WENZEL	C013468-001	B05-040	FG31	49108	400	2008/6/1
SJK	C013468-001	B05-040	FG25	CAB4085	120	2009/5/4
SJK	C013475-001	B05-041	FG25	CAB4084	150	2008/6/1
SJK	C013475-001	B05-041	FG25	CAB4086	40	2009/5/4
SJK	C013476-001	B05-042	FG25	CAB4085	200	2008/6/1
SJK	C013476-001	B05-042	FG31	CB03151A42	440	2009/5/4
WENZEL	C012886-006	B05-043		WG10208P	208	2008/3/20
WENZEL	C012886-006	B05-043		WG10208P	96	2008/3/20
WENZEL	C012886-006	B05-043		WG10208P	28	2008/1/25
WENZEL	C012886-006	B05-043		WG10208P	44	2008/1/25
WENZEL	C012886-006	B05-043		WG10208P	64	2008/1/25
WENZEL	C012886-006	B05-043		WG10208P	148	2008/1/25
WENZEL	C012886-006	B05-043		WG10208P	40	2008/1/25
WENZEL	C012886-006	B05-043		WG10208P	24	2008/1/25
SJK	C012886-006	B05-043	FG25	CAB4086	200	2008/6/1
SJK	C012886-006	B05-043	FG31	CB03161A42	280	2009/5/4
SJK	C013478-001	B05-044	FG31	CB03161A42	600	2008/6/1
SJK	C013478-001	B05-044	FG25	CAB4084	100	2009/5/4
OASE OUTDOORS APS	C013517-001	B05-045	FG31	330642	700	2008/5/15
SJK	C013517-001	B05-045	FG25	CAB4085	120	2009/5/4
WENZEL	C013527-001	B05-046	FG31	49036.6P	72	2008/5/15
SJK	C013527-001	B05-046	FG25	CAB4086	40	2009/5/4
WENZEL	C013528-001	B05-047	FG31	49033.6P	330	2008/5/15
SJK	C013528-001	B05-047	FG31	CB03151A42	440	2009/5/4
WENZEL	C013529-001	B05-048	FG31	67170P	108	2008/5/15
SJK	C013529-001	B05-048	FG31	CB03161A42	280	2009/5/4
WENZEL	C013530-001	B05-049	FG31	67174P	340	2008/5/15
SJK	C013530-001	B05-049	FG25	CAB4085	60	2009/5/4
WENZEL	C013532-001	B05-050	FG31	67171P	412	2008/5/15
SJK	C013532-001	B05-050	FG25	CAB4086	20	2009/5/4
WENZEL	C013533-001	B05-051	FG31	67175P	48	2008/5/15
SJK	C013533-001	B05-051	FG31	CB03151A42	220	2009/5/4
SJK	C013556-001	B05-052	FG31	SJ05078B21	250	2008/6/2
SJK	C013556-001	B05-052	FG31	CB03161A42	140	2009/5/4
SJK	C013557-001	B05-053	FG31	SJ05078C21	250	2008/6/2
WENZEL	C013557-001	B05-053	FG31	SG11042	350	2009/6/1
WENZEL	C013606-001	B05-054	FG31	WG10096.8	250	2008/6/1
CRP	C013606-001	B05-054	FG31	076-0837-0	2327	2009/5/30
CRP	C013606-001	B05-054	FG31	076-0837-0	3	2009/8/9
WENZEL	C013613-001	B05-055	FG31	67126.6 001	150	2008/6/1
SJK	C013613-001	B05-055	FG31	SJ05078C21	250	2009/6/1
WENZEL	C013613-002	B05-056	FG31	67126.6 002	150	2008/6/1
SJK	C013613-002	B05-056	FG31	SJ0508	200	2009/6/1
WENZEL	C013614-001	B05-057	FG31	67139.6	200	2008/6/1
CRP	C013619-001	B05-058	FG26	76-0760-0	260	2008/5/19
CRP	C013620-001	B05-059	FG26	76-0760-0	260	2008/5/25
CRP	C013623-001	B05-060	FG31	76-0768-4	225	2008/5/19
CRP	C013635-001	B05-061	FG31	76-0768-4	198	2008/5/25
SJK	C013658-001	B05-062	FG31	SJ03061A61	500	2008/6/9
SJK	C013659-001	B05-063	FG31	SJ0508	100	2008/6/9
SJK	C013664-001	B05-064	FG31	SJ03051A61	500	2008/6/9
SAM'S	C013686-001	B05-065	FG31	49148F	1344	2008/8/4
SAM'S	C013686-002	B05-066	FG31	49148F	1344	2008/8/30
SAM'S	C013686-003	B05-067	FG31	49148F	1344	2008/8/21
SAM'S	C013710-001	B05-069	FG31	49148F	1344	2008/10/6
WENZEL	C013710-001	B05-069	FG31	SG11021	400	2009/6/1
SAM'S	C013710-002	B05-070	FG31	49148F	1344	2008/10/3
WENZEL	C013710-002	B05-070	FG31	SG11040.1	600	2009/5/15
SAM'S	C013710-003	B05-071	FG31	49148F	1344	2008/10/27
WENZEL	C013710-003	B05-071	FG31	WG10020.6	350	2009/6/1
EB	C013700-001	B05-072	FG31	EB10060F	7000	2008/5/30
WENZEL	C013700-001	B05-072	FG31	49006.6	250	2009/6/1
EB	C013701-001	B05-073	FG31	EB10067F	1500	2008/5/30
WENZEL	C013701-001	B05-073	FG31	49014.1	400	2009/6/15
EB	C013702-001	B05-074	FG31	EB10068F	6000	2008/5/30
WENZEL	C013702-001	B05-074	FG31	49036.6	1200	2009/5/20
EB	C013705-001	B05-075	FG31	EB10060F	1000	2008/6/15
WENZEL	C013705-001	B05-075	FG31	49041.6	200	2009/6/15
EB	C013706-001	B05-076	FG31	EB10067F	1000	2008/6/15
WENZEL	C013706-001	B05-076	FG31	67125.4	500	2009/6/1
EB	C013707-001	B05-077	FG31	EB10068F	1500	2008/6/15
WENZEL	C013707-001	B05-077	FG31	67129.6	750	2009/5/27
WENZEL	C013712-001	B05-078	FG31	49060	500	2008/5/26
WENZEL	C013712-001	B05-078	FG31	67139.6	250	2009/6/15
DMH	C013699-001	B05-079	FG31	S46R	375	2008/5/18
SJK	C013699-001	B05-079	FG31	SJ05078E21	400	2009/5/27
DMH	C013699-002	B05-080	FG31	S46L	375	2008/5/18
SJK	C013699-002	B05-080	FG31	SJ0508	200	2009/7/13
EB	C013730-001	B05-081	FG31	EB10067	1000	2008/6/15
SJK	C013730-001	B05-081	FG31	SJ050047	250	2009/6/8
EB	C013731-001	B05-082	FG31	EB10060	500	2008/6/1
WENZEL	C013731-001	B05-082	FG25	WG10096	200	2009/6/1
EB	C013732-001	B05-083	FG31	EB10067	1500	2008/6/15
WENZEL	C013732-001	B05-083	FG31	49507	250	2009/6/1
EB	C013733-001	B05-084	FG31	EB10068	500	2008/6/15
EB	C013733-001	B05-084	FG31	EB10082F	3000	2009/6/1
EB	C013734-001	B05-085	FG31	EB10067	1000	2008/6/15
EB	C013734-001	B05-085	FG31	EB10083F	5000	2009/6/1
EB	C013735-001	B05-086	FG31	EB10068	500	2008/6/15
EB	C013735-001	B05-086	FG31	EB10084F	2200	2009/6/1
WENZEL	C013738-001	B05-089	FG31	49153F	588	2008/5/26
EB	C013738-001	B05-089	FG31	EB10084F	3000	2009/6/28
WENZEL	C013739-001	B05-090	FG31	49154F	930	2008/5/26
SJK	C013739-001	B05-090	FG31	SJ03051A61PN	207	2009/6/1
WENZEL	C013760-001	B05-091	FG31	27610	720	2008/6/9
SJK	C013760-001	B05-091	FG31	SJ03061A61PN	165	2009/6/1
WENZEL	C013764-001	B05-092	FG31	27400	600	2008/6/9
SJK	C013764-001	B05-092	FG31	SJ03081A61PN	43	2009/6/1
WENZEL	C013766-001	B05-093	FG31	27410	600	2008/6/9
SJK	C013766-001	B05-093	FG31	SJ050047PN	26	2009/6/1
WENZEL	C013770-001	B05-094	FG31	49033.6	400	2008/6/9
SJK	C013770-001	B05-094	FG31	SJ050048PN	37	2009/6/1
DMH	C013828-001	B05-095	FG31	S41 001	1850	2008/5/18
WENZEL	C013828-001	B05-095	FG31	49152F	948	2009/5/20
SJK	C013553-001	B05-096	FG31	BN050077	200	2008/6/19
WENZEL	C013553-001	B05-096	FG31	49153F	504	2009/5/20
EB	C013919-001	B05-097	FG31	EB10060MINI	25	2008/5/12
WENZEL	C013919-001	B05-097	FG31	49154F	504	2009/5/20
EB	C013919-002	B05-098	FG31	EB10067MINI	30	2008/5/12
CRP	C013919-002	B05-098	FG31	076-0837-0	432	2009/4/28
EB	C013919-003	B05-099	FG31	EB10068MINI	25	2008/5/12
WENZEL	C013919-003	B05-099	FG31	SG11021	400	2009/6/15
WENZEL	C013923-001	B05-100	FG31	49157P	1368	2008/6/20
WENZEL	C013923-001	B05-100	FG31	SG11040.1	350	2009/6/15
WENZEL	C013974-001	B05-101	FG31	67087.2 002	350	2008/6/16
WENZEL	C013974-001	B05-101	FG31	49108	350	2009/6/1
WENZEL	C013975-001	B05-102	FG31	67126.6 001	175	2008/6/23
WENZEL	C013975-001	B05-102	FG31	67139.6	250	2009/5/20
WENZEL	C013975-002	B05-103	FG31	67126.6 002	175	2008/6/23
CRP	C013975-002	B05-103	FG31	076-0734-4	235	2009/5/8
WENZEL	C013976-001	B05-104	FG31	67139.6	300	2008/6/23
EB	C013976-001	B05-104	FG31	EB10060	4000	2009/5/27
WENZEL	C012685-001	B06-001	FG31	49035P	102	2008/6/25
ARP INTERNATIONAL	C012685-001	B06-001	FG31	44001 005	2300	2009/7/5
WENZEL	C012686-001	B06-002	FG31	49075P	500	2008/6/25
WENZEL	C012686-001	B06-002	FG31	49103	350	2009/5/21
WENZEL	C012687-001	B06-003	FG31	49076P	1000	2008/6/25
WENZEL	C012687-001	B06-003	FG31	49014.1	500	2009/5/13
WENZEL	C012688-001	B06-004	FG31	67141.3P	200	2008/6/25
WENZEL	C012688-001	B06-004	FG31	49124.6	350	2009/6/1
WENZEL	C012690-001	B06-005	FG31	49014.1P	600	2008/6/25
SJK	C012690-001	B06-005	FG31	SJ03071A21	300	2009/7/1
WENZEL	C012880-001	B06-006	FG31	49065P	3060	2008/6/25
WENZEL	C012880-001	B06-006	FG31	49075.1P	664	2009/7/8
WENZEL	C012882-001	B06-007	FG31	67140.6P	1836	2008/6/25
WENZEL	C012882-001	B06-007	FG31	49076P	1168	2009/7/8
WENZEL	C012881-001	B06-008	FG31	SG11041.6P	1168	2008/6/25
WENZEL	C012881-001	B06-008	FG31	67141.3P	920	2009/7/8
WENZEL	C012919-001	B06-009	FG31	WG10208.6P	332	2008/12/4
WENZEL	C012919-001	B06-009	FG31	49103P	1168	2009/7/8
SJK	C012952-001	B06-010	FG31	SJ03051A61	200	2008/6/30
WENZEL	C012952-001	B06-010	FG31	49124.6	500	2009/5/27
SJK	C012953-001	B06-011	FG31	SJ03061A61	200	2008/6/30
WENZEL	C012953-001	B06-011	FG31	49103	350	2009/4/29
SJK	C012954-001	B06-012	FG31	SJ03071A21	200	2008/6/30
SJK	C012954-001	B06-012	FG31	SJ03051A61	350	2009/6/29
SJK	C012955-001	B06-013	FG31	SJ03071A61	200	2008/6/30
WENZEL	C013046-001	B06-014	FG31	67044.3	600	2008/5/12
WENZEL	C013050-001	B06-015	FG31	49036.6	1002	2008/7/1
WENZEL	C013196-001	B06-016	FG31	49014.1	500	2008/7/1
WENZEL	C013197-001	B06-017	FG31	49036.6	500	2008/7/1
WENZEL	C013197-001	B06-017	FG31	SG11011	300	2009/7/8
WENZEL	C013232-001	B06-018	FG31	49036.6P	564	2008/7/1
WENZEL	C013232-001	B06-018	FG31	49036.6	2400	2009/7/1
WENZEL	C013233-001	B06-019	FG31	67042.3P	336	2008/7/1
WENZEL	C013233-001	B06-019	FG31	49103	600	2009/4/29
WENZEL	C013234-001	B06-020	FG31	67044.3P	760	2008/7/1
WENZEL	C013234-001	B06-020	FG31	67125.4	500	2009/7/1
EB	C013252-001	B06-021	FG31	EB10076F	500	2008/6/16
WENZEL	C013252-001	B06-021	FG31	67141.4	300	2009/7/15
EB	C013253-001	B06-022	FG31	EB10077F	1000	2008/6/16
SJK	C013253-001	B06-022	FG31	SJ02184G00	300	2009/7/6
EB	C013254-001	B06-023	FG31	EB10078F	1000	2008/6/16
SJK	C013254-001	B06-023	FG31	SJ03051A61	250	2009/7/6
SJK	C013288-001	B06-024	FG31	SJ050050	200	2008/7/1
SJK	C013288-001	B06-024	FG31	SJ03061A61	250	2009/7/6
WENZEL	C013298-001	B06-025	FG31	49104P	1168	2008/7/1
SJK	C013298-001	B06-025	FG31	SJ05078C21	300	2009/7/6
WENZEL	C013304-001	B06-026	FG31	49014.1P	400	2008/7/1
WENZEL	C013304-001	B06-026	FG31	49108	500	2009/7/8
WENZEL	C013308-001	B06-027	FG31	49157P	900	2008/7/1
WENZEL	C013308-001	B06-027	FG31	49006.5P	1000	2009/7/15
WENZEL	C013405-001	B06-028	FG31	WG10020.6	500	2008/6/15
WENZEL	C013405-001	B06-028	FG31	49014.5P	600	2009/7/15
WENZEL	C013410-001	B06-029	FG31	67125.4	500	2008/5/15
WENZEL	C013410-001	B06-029	FG31	49124.5P	1000	2009/7/15
WENZEL	C013418-001	B06-030	FG31	28220	300	2008/7/1
WENZEL	C013418-001	B06-030	FG31	49152F	780	2009/7/2
SAM'S	C013454-001	B06-031	FG31	49148F	1344	2008/8/11
WENZEL	C013454-001	B06-031	FG31	49153F	720	2009/7/2
SAM'S	C013455-001	B06-032	FG31	49148F	1344	2008/8/11
WENZEL	C013455-001	B06-032	FG31	49154F	504	2009/7/2
SAM'S	C013456-001	B06-033	FG31	49148F	1344	2008/8/4
SJK	C013456-001	B06-033	FG25	CAB4084	150	2009/6/29
SAM'S	C013457-001	B06-034	FG31	49148F	1344	2008/8/4
SJK	C013457-001	B06-034	FG25	CAB4085	150	2009/6/29
SAM'S	C013458-001	B06-035	FG31	49148F	1344	2008/8/4
SJK	C013458-001	B06-035	FG25	CAB4086	80	2009/6/29
SAM'S	C013459-001	B06-036	FG31	49148F	1344	2008/8/4
SJK	C013459-001	B06-036	FG31	CB03161A42	280	2009/6/29
SJK	C013576-001	B06-037	FG31	SJ050049	100	2008/6/23
SJK	C013576-001	B06-037	FG26	SJ03013F61	108	2009/6/29
SJK	C013577-001	B06-038	FG31	SJ050051	100	2008/6/30
SJK	C013577-001	B06-038	FG25	CAB4085	60	2009/6/29
WENZEL	C013608-001	B06-039	FG31	49103	300	2008/6/9
SJK	C013608-001	B06-039	FG25	CAB4086	40	2009/6/29
WENZEL	C013610-001	B06-040	FG31	49124.6	350	2008/7/1
SJK	C013610-001	B06-040	FG31	CB03161A42	140	2009/6/29
SJK	C013671-001	B06-041	FG31	SJ03071A61	500	2008/7/7
SJK	C013671-001	B06-041	FG25	CAB4084	150	2009/6/29
SJK	C013673-001	B06-042	FG31	SJ0508	100	2008/7/7
SJK	C013673-001	B06-042	FG25	CAB4085	90	2009/6/29
SJK	C013677-001	B06-043	FG31	SJ050047	200	2008/7/7
SJK	C013677-001	B06-043	FG25	CAB4086	80	2009/6/29
SJK	C013678-001	B06-044	FG31	SJ050048	300	2008/7/7
SJK	C013678-001	B06-044	FG31	CB03161A42	280	2009/6/29
WENZEL	C013713-001	B06-045	FG31	49108	200	2008/7/1
SJK	C013713-001	B06-045	FG26	SJ03013F61	72	2009/6/29
WENZEL	C013714-001	B06-046	FG31	49507	150	2008/7/1
WENZEL	C013714-001	B06-046	FG31	49103	350	2009/7/15
SJK	C013715-001	B06-047	FG31	CB03151A42	300	2008/6/23
WENZEL	C013715-001	B06-047	FG31	67044.3	600	2009/7/15
EB	C013736-001	B06-048	FG31	EB10067	1500	2008/7/1
WENZEL	C013736-001	B06-048	FG31	49161	1300	2009/7/1
EB	C013737-001	B06-049	FG31	EB10068	500	2008/7/1
sjk	C013737-001	B06-049	FG31	CB03151A42	500	2009/7/6
WENZEL	C013761-001	B06-050	FG31	27610	384	2008/6/15
sjk	C013761-001	B06-050	FG31	CB03151A42	500	2009/7/6
WENZEL	C013765-001	B06-051	FG31	27400	300	2008/6/9
WENZEL	C013765-001	B06-051	FG31	49103	500	2009/7/15
WENZEL	C013767-001	B06-052	FG31	27410	240	2008/6/15
WENZEL	C013767-001	B06-052	FG31	49124.6	550	2009/7/1
WENZEL	C013771-001	B06-053	FG31	49033.6	400	2008/7/1
WENZEL	C013771-001	B06-053	FG31	49108	230	2009/7/8
MEIJER	C012457-002	B06-054	FG31	67148F	2376	2008/6/11
WENZEL	C012457-002	B06-054	FG31	67128.6	350	2009/7/1
SJK	C013865-001	B06-055	FG31	SJ02184G00	100	2008/6/9
WENZEL	C013865-001	B06-055	FG31	67129.6	300	2009/7/1
CRP	C013917-001	B06-056	FG31	76-0698-0	120	2008/9/5
WENZEL	C013917-001	B06-056	FG31	67141.4	350	2009/7/8
SJK	C013926-001	B06-057	FG31	SJ02184G00	50	2008/6/30
WENZEL	C013926-001	B06-057	FG31	28635	350	2009/7/1
ARP INTERNATIONAL	C013935-001	B06-058	FG31	SG64500WAR	600	2008/6/20
WENZEL	C013935-001	B06-058	FG31	28640	300	2009/7/1
ARP INTERNATIONAL	C013936-001	B06-059	FG31	64003.4WAR 001	771	2008/6/20
SJK	C013936-001	B06-059	FG31	BN050079	600	2009/7/1
ARP INTERNATIONAL	C013936-002	B06-060	FG31	64003.4WAR 002	771	2008/6/20
WENZEL	C013936-002	B06-060	FG31	67139.6	500	2009/6/22
SJK	C013986-001	B06-061	FG26	SJ03013F61	348	2008/7/7
WENZEL	C013986-001	B06-061	FG31	67140.6	400	2009/6/22
WENZEL	C014025-001	B06-062	FG31	67125.4	1000	2008/7/7
SAM'S	C014025-001	B06-062	FG31	49172F	3328	2009/7/1
WENZEL	C014027-001	B06-063	FG31	49103	1000	2008/7/7
SAM'S	C014027-001	B06-063	FG31	49172F	64	2009/7/1
WENZEL	C014046-001	B06-064	FG31	49144	150	2008/7/7
SAM'S	C014046-001	B06-064	FG31	49172F	4032	2009/7/10
SAM'S	C013686-004	B06-068	FG31	49148F	1344	2008/9/15
WENZEL	C013686-004	B06-068	FG31	67180F	352	2009/6/4
SJK	C014054-001	B06-069	FG31	SJ0506	200	2008/6/23
WENZEL	C014054-001	B06-069	FG31	49014.1F	272	2009/6/4
SJK	C014062-001	B06-070	FG31	SJ02184G00	100	2008/7/21
WENZEL	C014062-001	B06-070	FG31	49103F	272	2009/6/4
SAM'S	C014072-001	B06-071	FG31	49148F	32	2008/6/23
WENZEL	C014072-001	B06-071	FG31	WG10011F	216	2009/6/4
SAM'S	C014072-002	B06-072	FG31	49148F	32	2008/6/23
WENZEL	C014072-002	B06-072	FG31	67179F	460	2009/6/22
WENZEL-ALDI	C014100-001	B06-073	FG62	8804690001	5529	2008/7/1
WENZEL	C014100-001	B06-073	FG31	67180F	260	2009/6/22
WENZEL-ALDI	C014100-003	B06-074	FG62	8804690002	5520	2008/7/1
WENZEL	C014100-003	B06-074	FG31	49014.1F	260	2009/6/22
WENZEL-ALDI	C014100-005	B06-075	FG61	8804690003	5490	2008/7/1
WENZEL	C014100-005	B06-075	FG31	49103F	252	2009/6/22
WENZEL-ALDI	C014100-006	B06-076	FG61	8804690004	1860	2008/7/1
WENZEL	C014100-006	B06-076	FG31	WG10011F	216	2009/6/22
C3Marketplace	C014114-001	B06-077	FG99	BK840-S	1	2008/5/30
WENZEL	C014114-001	B06-077	FG25	WG10096F	246	2009/6/22
C3Marketplace	C014117-001	B06-078	FG99	BK840-M	1	2008/5/30
WENZEL	C014117-001	B06-078	FG31	SG11085F	168	2009/6/22
C3Marketplace	C014118-001	B06-079	FG99	BK840-L	2	2008/5/30
C3Marketplace	C014118-001	B06-079	FG99	BK840-L	120	2009/7/20
CRP	C014182-001	B06-080	FG53	779739S	50	2008/6/12
EB	C014182-001	B06-080	FG31	EB10060	750	2009/6/15
WENZEL	C013051-001	B07-001	FG31	49036.6	1002	2008/7/15
WENZEL	C013051-001	B07-001	FG31	49014.1	500	2009/4/30
WENZEL	C013052-001	B07-002	FG31	49036.6	1002	2008/8/1
WENZEL	C013052-001	B07-002	FG31	49124.6	400	2009/5/13
WENZEL	C013299-001	B07-003	FG31	49104P	1168	2008/8/1
WENZEL	C013299-001	B07-003	FG31	49103	400	2009/6/15
WENZEL	C013301-001	B07-004	FG31	49105P	372	2008/8/1
WENZEL	C013301-001	B07-004	FG31	SG11021	400	2009/8/1
WENZEL	C013305-001	B07-005	FG31	49014.1P	352	2008/8/1
WENZEL	C013305-001	B07-005	FG31	49014.1	350	2009/8/1
WENZEL	C013309-001	B07-006	FG31	49157P	516	2008/8/1
WENZEL	C013309-001	B07-006	FG31	49033.6	350	2009/8/1
WENZEL	C013408-001	B07-007	FG31	49103	200	2008/5/26
WENZEL	C013408-001	B07-007	FG31	49036.6	500	2009/8/1
WENZEL	C013411-001	B07-008	FG31	67141.4	250	2008/7/15
WENZEL	C013411-001	B07-008	FG31	28230	300	2009/8/1
WENZEL	C013412-001	B07-009	FG31	27148	350	2008/7/15
WENZEL	C013412-001	B07-009	FG31	67044.3	350	2009/8/1
WENZEL	C013413-001	B07-010	FG31	27230	150	2008/7/15
ARP INTERNATIONAL	C013413-001	B07-010	FG31	63025.1LUC	618	2009/8/15
WENZEL	C013414-001	B07-011	FG31	27244	150	2008/7/15
ARP INTERNATIONAL	C013414-001	B07-011	FG31	63027.1LUC	1596	2009/8/15
WENZEL	C013416-001	B07-012	FG31	28140	500	2008/7/15
ARP INTERNATIONAL	C013416-001	B07-012	FG31	63028LUC	618	2009/8/15
WENZEL	C013463-001	B07-013	FG31	67140.6	750	2008/7/15
WENZEL	C013463-001	B07-013	FG31	49033.6	500	2009/8/1
WENZEL	C013469-001	B07-014	FG31	49160P	3176	2008/8/1
WENZEL	C013469-001	B07-014	FG31	49036.6	1000	2009/8/1
SJK	C013583-001	B07-015	FG31	SJ03051A61	250	2008/8/4
WENZEL	C013583-001	B07-015	FG31	49103	750	2009/8/1
SJK	C013584-001	B07-016	FG31	SJ03061A61	100	2008/8/4
WENZEL	C013584-001	B07-016	FG31	49124.6	750	2009/8/1
SJK	C013585-001	B07-017	FG31	SJ03071A61	250	2008/8/4
WENZEL	C013585-001	B07-017	FG31	67128.6	350	2009/8/1
SJK	C013586-001	B07-018	FG31	SJ03081A61	100	2008/8/4
WENZEL	C013586-001	B07-018	FG31	67129.6	500	2009/6/22
WENZEL	C013615-001	B07-019	FG31	67140.6	250	2008/7/15
WENZEL	C013615-001	B07-019	FG31	67141.4	350	2009/8/1
WENZEL	C013616-001	B07-020	FG31	49035P	258	2008/7/20
SJK	C013616-001	B07-020	FG26	SJ03013F61	72	2009/8/3
WENZEL	C013616-002	B07-021	FG31	49075P	340	2008/7/20
SJK	C013616-002	B07-021	FG26	SJ03013F61	108	2009/8/3
WENZEL	C013616-003	B07-022	FG31	49076P	240	2008/7/20
WENZEL	C013616-003	B07-022	FG31	21620.1F	564	2009/7/22
WENZEL	C013616-004	B07-023	FG31	67141.3P	340	2008/7/20
WENZEL	C013616-004	B07-023	FG31	21640F	462	2009/7/22
WENZEL	C013616-006	B07-024	FG31	49014.1P	140	2008/7/20
WENZEL	C013616-006	B07-024	FG31	21230.5F	340	2009/7/22
SJK	C013683-001	B07-025	FG31	SJ03061A61	150	2008/8/4
WENZEL	C013683-001	B07-025	FG31	21220.5F	340	2009/7/22
SJK	C013684-001	B07-026	FG31	SJ050047	100	2008/8/4
WENZEL	C013684-001	B07-026	FG31	21640F	120	2009/7/22
SJK	C013682-001	B07-027	FG31	SJ03051A61	500	2008/8/4
WENZEL	C013682-001	B07-027	FG31	28140	150	2009/7/15
SJK	C013895-001	B07-028	FG31	SJ03061A61	600	2008/8/4
EB	C013895-001	B07-028	FG31	EB10060	2000	2009/7/1
SJK	C013896-001	B07-029	FG31	SJ03071A61	750	2008/8/4
EB	C013896-001	B07-029	FG31	EB10060	1900	2009/7/15
SJK	C013897-001	B07-030	FG31	SJ03081A61	150	2008/8/4
EB	C013897-001	B07-030	FG31	EB10067	1400	2009/7/15
SJK	C013907-001	B07-031	FG25	CAB4084	650	2008/8/1
EB	C013907-001	B07-031	FG31	EB10068	1000	2009/7/8
SJK	C013908-001	B07-032	FG25	CAB4085	500	2008/8/1
EB	C013908-001	B07-032	FG31	EB10068	1250	2009/7/15
SJK	C013909-001	B07-033	FG25	CAB4086	350	2008/8/1
WENZEL	C013909-001	B07-033	FG31	SG11042	350	2009/7/8
SJK	C013910-001	B07-034	FG25	CAB4083	175	2008/8/1
WENZEL	C013910-001	B07-034	FG31	SG11091	350	2009/7/15
SJK	C013911-001	B07-035	FG31	CB03151A42	1400	2008/8/1
WENZEL	C013911-001	B07-035	FG31	WG10010.6	200	2009/7/1
SJK	C013912-001	B07-036	FG31	CB03161A42	1052	2008/8/1
WENZEL	C013912-001	B07-036	FG31	67126.6 001	200	2009/7/1
CRP	C013921-001	B07-037	FG26	76-0760-0	150	2008/9/26
WENZEL	C013921-001	B07-037	FG31	67126.6 002	200	2009/7/1
CRP	C013922-001	B07-038	FG26	76-0760-0	100	2008/7/26
WENZEL	C013922-001	B07-038	FG31	67129.6	750	2009/7/8
WENZEL	C013978-001	B07-039	FG31	27148	350	2008/7/21
WENZEL	C013978-001	B07-039	FG31	67129.6	750	2009/8/15
WENZEL	C013979-001	B07-040	FG31	27173	250	2008/7/15
WENZEL	C013979-001	B07-040	FG31	67139.6	450	2009/8/1
WENZEL	C013980-001	B07-041	FG31	27222	250	2008/7/15
WENZEL	C013980-001	B07-041	FG31	67140.6	300	2009/7/22
WENZEL	C013981-001	B07-042	FG31	27244	250	2008/7/21
WENZEL	C013981-001	B07-042	FG31	28140	350	2009/7/1
WENZEL	C013982-001	B07-043	FG31	27500	125	2008/7/21
WENZEL	C013982-001	B07-043	FG31	28220	300	2009/8/1
EB	C013962-001	B07-044	FG32	EB10079F	6000	2008/7/31
WENZEL	C013962-001	B07-044	FG31	28230	300	2009/8/1
WENZEL	C014040-001	B07-045	FG31	49014.1	350	2008/8/1
WENZEL	C014040-001	B07-045	FG31	28620	300	2009/8/1
WENZEL	C014044-001	B07-047	FG31	67126.6 001	150	2008/7/15
WENZEL	C014044-001	B07-047	FG31	27148.1F	24	2009/8/1
WENZEL	C014044-002	B07-048	FG31	67126.6 002	150	2008/7/15
WENZEL	C014044-002	B07-048	FG31	27173.1F	52	2009/8/1
WENZEL	C014045-001	B07-049	FG31	67139.6	250	2008/7/14
WENZEL	C014045-001	B07-049	FG31	27222.1F	24	2009/8/1
ARP INTERNATIONAL	C014096-001	B07-050	FG31	SG11010MEX.1	4400	2008/7/15
WENZEL	C014096-001	B07-050	FG31	27230.1F	128	2009/8/1
ARP INTERNATIONAL	C014097-001	B07-051	FG31	SG11010MEX.1	2200	2008/8/3
WENZEL	C014097-001	B07-051	FG31	27395.1F	476	2009/8/1
CRP	C014101-001	B07-052	FG31	76-0768-4	238	2008/7/17
WENZEL	C014101-001	B07-052	FG31	27410.1F	24	2009/8/1
CRP	C014135-001	B07-053	FG26	76-0760-0	200	2008/7/24
WENZEL	C014135-001	B07-053	FG31	27500.1F	92	2009/8/1
CRP	C014136-001	B07-054	FG31	76-0768-4	198	2008/7/24
SJK	C014136-001	B07-054	FG31	SJ050050	250	2009/7/29
WENZEL	C014140-001	B07-055	FG31	21220.5F	484	2008/7/31
SJK	C014140-001	B07-055	FG31	SJ05078E21	100	2009/7/29
